6.1167,993300.0000
6.2091,993364.0000
6.3273,993336.0000
6.4909,993255.0000
6.5091,993336.0000
6.5000,993273.0000
6.4091,993200.0000
6.4455,993136.0000
6.5000,993127.0000
6.5273,993009.0000
6.6000,992850.0000
6.6000,992775.0000
6.6000,992925.0000
6.7750,992875.0000
6.8000,992800.0000
6.9000,992750.0000
6.9500,992700.0000
6.9000,992775.0000
6.9000,992650.0000
6.9000,992650.0000
6.9000,992675.0000
6.9000,992650.0000
7.0000,992600.0000
7.0000,992525.0000
7.1000,992425.0000
7.1000,992550.0000
7.2000,992500.0000
7.2000,992375.0000
7.3000,992450.0000
7.4000,992400.0000
7.4000,992525.0000
7.4000,992525.0000
7.3750,992600.0000
7.4000,992625.0000
7.4000,992550.0000
7.3000,992500.0000
7.3000,992450.0000
7.3250,992425.0000
7.3500,992500.0000
7.4500,992525.0000
7.5000,992475.0000
7.5250,992450.0000
7.6000,992375.0000
7.6250,992400.0000
7.6250,992400.0000
7.7000,992400.0000
7.8000,992525.0000
7.7000,992525.0000
7.6500,992550.0000
7.6250,992500.0000
7.6000,992400.0000
7.7000,992450.0000
7.7500,992575.0000
7.7000,992525.0000
7.8000,992625.0000
7.8250,992650.0000
7.9000,992575.0000
7.9000,992750.0000
7.9750,992775.0000
7.9250,992825.0000
8.0250,992800.0000
8.0000,992800.0000
7.9000,992775.0000
7.9250,992850.0000
7.9000,992875.0000
7.9000,992950.0000
7.8000,993000.0000
7.6250,993100.0000
7.5000,993100.0000
7.5000,993100.0000
7.5000,993225.0000
7.6000,993325.0000
7.6000,993275.0000
7.5000,993375.0000
7.5000,993400.0000
7.6000,993400.0000
7.6000,993400.0000
7.6000,993425.0000
7.5000,993425.0000
7.5000,993350.0000
7.4000,993425.0000
7.4000,993400.0000
7.4750,993450.0000
7.4250,993400.0000
7.5000,993425.0000
7.6000,993425.0000
7.6000,993425.0000
7.6000,993650.0000
7.5000,993575.0000
7.5000,993625.0000
7.5000,993475.0000
7.5000,993575.0000
7.4000,993500.0000
7.4000,993500.0000
7.4000,993475.0000
7.4000,993400.0000
7.4000,993400.0000
7.4250,993350.0000
7.5000,993275.0000
7.5000,993300.0000
7.5000,993225.0000
7.5000,993300.0000
7.5000,993375.0000
7.4000,993425.0000
7.3000,993450.0000
7.1500,993525.0000
7.1250,993500.0000
7.2000,993450.0000
7.2000,993525.0000
7.3000,993475.0000
7.4000,993375.0000
7.5000,993425.0000
7.5500,993475.0000
7.6000,993425.0000
7.6000,993475.0000
7.5750,993550.0000
7.5000,993575.0000
7.5000,993625.0000
7.5000,993550.0000
7.5000,993500.0000
7.4000,993550.0000
7.2000,993625.0000
7.0250,993625.0000
6.9250,993500.0000
6.7500,993500.0000
6.6500,993575.0000
6.6000,993525.0000
6.5500,993525.0000
6.6000,993525.0000
6.5000,993475.0000
6.4000,993575.0000
6.3000,993500.0000
6.2000,993500.0000
6.2000,993550.0000
6.2000,993650.0000
6.1750,993625.0000
6.0500,993600.0000
5.9250,993525.0000
5.9000,993575.0000
5.8750,993525.0000
5.8000,993575.0000
5.8000,993625.0000
5.8000,993600.0000
5.8000,993675.0000
5.8000,993800.0000
5.9000,993700.0000
6.0000,993900.0000
5.9000,994025.0000
5.9000,994075.0000
5.9000,994175.0000
5.8000,994125.0000
5.7000,994225.0000
5.6000,994275.0000
5.6000,994325.0000
5.6000,994300.0000
5.5250,994400.0000
5.5750,994525.0000
5.6000,994525.0000
5.6000,994600.0000
5.5000,994650.0000
5.6000,994625.0000
5.6000,994725.0000
5.6000,994750.0000
5.6000,994775.0000
5.6000,994825.0000
5.6000,994900.0000
5.6000,995100.0000
5.7000,995100.0000
5.8000,995125.0000
0.5000,999900.0000
0.5000,1000100.0000
0.5000,999967.0000
0.4250,999900.0000
0.4500,1000000.0000
0.4000,999900.0000
0.4333,999967.0000
0.4333,999875.0000
0.4000,999767.0000
0.5000,999700.0000
0.5000,999600.0000
0.5000,999625.0000
0.4667,999800.0000
0.4667,999800.0000
0.6000,999867.0000
0.5250,1000080.0000
0.5333,999967.0000
0.7000,1000030.0000
0.6000,1000270.0000
0.6500,1000300.0000
0.7000,1000100.0000
0.6500,1000300.0000
0.6667,1000500.0000
0.7000,1000200.0000
0.7000,1000500.0000
0.6333,1000300.0000
0.6000,1000470.0000
0.5667,1000200.0000
0.5500,1000100.0000
0.5000,1000380.0000
0.4750,1000530.0000
0.4000,1000650.0000
0.4000,1000830.0000
0.5000,1000620.0000
0.5000,1000850.0000
0.4750,1000900.0000
0.5000,1001030.0000
0.4000,1001150.0000
0.4667,1001130.0000
0.5250,1001300.0000
0.6333,1001300.0000
0.6000,1001300.0000
0.6000,1001330.0000
0.6000,1001200.0000
0.6000,1001100.0000
0.6000,1001150.0000
0.5000,1001200.0000
0.5000,1001200.0000
0.5000,1001330.0000
0.5000,1001400.0000
0.5750,1001600.0000
0.5000,1001600.0000
0.5000,1001630.0000
0.5000,1001650.0000
0.5000,1001700.0000
0.5000,1001750.0000
0.5000,1001630.0000
0.5667,1001800.0000
0.6000,1001800.0000
0.6000,1001800.0000
0.6000,1001800.0000
0.5500,1001850.0000
0.5333,1002000.0000
0.5000,1002050.0000
0.6000,1002200.0000
0.5000,1002030.0000
0.4333,1002170.0000
0.4000,1002200.0000
0.5000,1002070.0000
0.5000,1002000.0000
0.4667,1002000.0000
0.4000,1001830.0000
0.4333,1001800.0000
0.4000,1001970.0000
0.3000,1002000.0000
0.4333,1002000.0000
0.4000,1002000.0000
0.3250,1002000.0000
0.3000,1002000.0000
