23.6867,16.8513
24.0364,17.5099
25.2109,17.4973
25.6545,17.2177
26.5036,17.4072
26.3509,15.9251
26.6909,15.6880
26.5618,14.4571
24.9864,14.0860
25.7727,14.4884
26.7450,15.5064
26.7650,16.2438
27.3775,16.5454
27.1100,14.4569
25.6250,14.4017
25.3350,12.9139
23.9250,12.9164
24.7550,15.3696
25.9650,17.0127
25.5025,17.4607
24.6725,16.1937
23.7050,14.8394
22.2950,13.4697
21.0075,14.2309
20.2950,14.4992
19.7000,13.4825
19.0575,11.6546
17.1300,11.5442
17.5425,11.0461
17.2275,10.1860
16.3650,10.7765
16.2625,10.2733
16.0250,11.0140
15.4250,8.3773
15.4375,8.1180
15.2650,11.5416
14.8100,9.8317
14.3750,9.3439
14.2525,9.3863
15.3275,8.4569
16.0500,8.7483
15.0325,7.8241
14.3775,9.2772
14.6850,8.5583
15.6425,7.0295
15.5450,7.0192
16.6500,7.2323
17.3450,7.8356
17.4800,7.4325
16.4400,7.8805
16.6500,8.8189
16.5050,8.2053
17.0000,7.4236
17.5700,7.4094
17.7150,8.9871
16.9075,9.7265
16.7050,8.8061
16.8825,9.6931
17.4200,11.3799
19.5175,10.6392
19.1475,10.5596
17.4000,10.6353
18.5200,10.2181
18.2050,8.6803
16.7525,8.6122
17.2850,8.9049
17.2675,8.5365
16.3700,8.7637
14.9425,8.6777
15.0825,7.5686
15.3150,7.6071
15.9650,7.2990
16.1000,6.4929
14.9275,5.4300
14.9100,5.0603
15.7850,5.5545
17.0275,6.0693
16.8625,5.1938
16.7625,4.5519
17.0600,3.6328
16.0225,3.6855
15.8000,4.4736
16.8775,4.0064
18.4625,4.5532
19.2600,4.0077
19.7550,4.3953
20.2000,3.8729
19.1850,3.5263
17.5200,2.9948
16.2700,3.0410
15.8000,3.3928
17.4500,3.3992
16.5325,3.8536
16.2375,4.2220
17.8250,4.8433
19.8350,4.6803
19.6525,4.7265
17.1150,4.5571
16.5300,4.3697
15.3125,4.9499
15.6625,5.8998
16.7350,5.6444
17.1825,5.7124
17.1200,6.4261
18.0775,6.1643
18.0850,7.6675
18.7175,7.9357
19.7925,7.9062
18.6475,8.4223
18.1075,8.4466
17.4275,8.4479
17.1975,8.5006
17.1300,7.7535
17.3550,9.0808
18.0275,8.3529
18.2850,8.7624
17.1725,8.1180
18.6225,9.0397
19.6750,8.8818
20.1100,9.5699
20.3375,8.8420
19.0575,7.0872
17.6050,8.8292
16.9150,8.6315
16.4525,10.6238
16.4200,10.9704
15.4950,10.4287
16.1700,10.3978
15.5425,8.6045
15.9525,12.0243
16.0050,10.1219
15.7200,9.0500
16.6750,11.7213
18.2225,10.6417
16.9625,10.1052
17.5350,10.2605
15.7100,10.6764
14.6075,10.8715
12.9550,10.8959
13.0825,11.4492
14.1825,11.9781
12.3525,11.2194
11.3525,11.6263
11.5975,11.6328
12.4025,12.8150
13.0250,14.0384
14.9975,13.0140
16.4675,14.0884
15.6800,12.3619
13.9500,13.9151
14.5700,15.5685
12.9275,13.6687
10.6750,12.6931
11.6825,13.7213
12.9750,12.6854
12.8975,13.5236
12.8725,13.2066
12.2775,13.0294
11.9050,13.8176
12.1200,13.8009
12.2225,13.2001
11.5400,13.5878
11.1250,14.8574
10.7550,13.3670
9.8600,14.1526
9.6725,16.6019
9.7175,14.9896
10.2575,14.4902
10.0225,13.6417
32.2800,13.1552
34.4825,13.7701
33.2767,14.2780
33.2225,14.3234
33.3275,14.4800
32.9600,13.7290
31.1000,14.3088
33.9050,15.1411
43.9000,15.3169
45.7100,15.4633
42.2633,15.4145
40.6225,14.1334
37.1550,14.3182
35.3533,14.3379
31.4467,13.7885
29.4875,14.3015
27.9525,13.7791
29.1175,15.0345
29.9433,14.3345
31.3650,14.6969
31.9200,13.9682
31.9100,14.5981
30.0400,14.6854
29.4250,14.3516
28.6567,13.8655
27.6267,13.3948
27.4550,13.2643
30.9700,13.4004
30.1500,13.5865
28.6425,11.1283
30.4250,10.8998
31.3750,9.9871
29.5967,10.2164
28.1100,10.2528
30.0700,11.0474
29.7800,11.0500
27.5550,10.1231
27.7400,10.4222
27.9733,9.8621
24.9850,10.0718
24.6100,11.4094
25.6600,9.9357
25.4133,11.1561
25.7833,11.1527
26.1533,11.5121
27.1275,12.3606
26.8600,12.1180
24.0833,11.3850
21.3100,11.6353
21.1625,10.2477
21.2150,9.8022
20.8475,8.5095
21.2967,8.6897
22.1225,10.2310
23.1867,9.3093
24.5625,10.0628
23.9500,9.6807
22.3667,9.9700
22.3175,8.9165
21.6750,8.1450
21.6100,8.2173
21.7775,7.9781
21.3933,7.7415
20.5800,8.9088
19.1167,7.8664
18.2425,7.9370
17.6500,6.1788
16.2100,6.0179
